t,dt,gamma,omega,Wg,Wphi,Wapar,energy,heat_flux,particle_flux,turbulent_heating,heat_flux_s0,particle_flux_s0,turbulent_heating_s0
1.000000014901161194e-01,1.000000014901161194e-01,6.155063837443705750e-05,-2.643799691118667999e-02,3.041986313273158024e-06,3.656329442278870257e-07,0.000000000000000000e+00,3.407619257501045050e-06,3.050396539380049830e-08,0.000000000000000000e+00,-1.583164720205342980e-23,3.050396539380049830e-08,0.000000000000000000e+00,-1.583164720205342980e-23
5.099997520446777344e+00,1.000000014901161194e-01,-1.797841686356422110e-03,-5.189964303071385038e-02,5.320246049948231334e-06,2.055537909978065537e-07,0.000000000000000000e+00,5.525799840946037491e-06,8.570678788404038188e-07,0.000000000000000000e+00,2.419240161388720222e-22,8.570678788404038188e-07,0.000000000000000000e+00,2.419240161388720222e-22
