theta,phi,B
0.000000000000000000e+00,3.018737074957789979e+00,9.784271668848102621e+00
0.000000000000000000e+00,3.036287871905218871e+00,9.784874193111035012e+00
0.000000000000000000e+00,3.053838668852647764e+00,9.784654901693137674e+00
0.000000000000000000e+00,3.071389465800076657e+00,9.783960131679741323e+00
0.000000000000000000e+00,3.088940262747505994e+00,9.783089512759742590e+00
0.000000000000000000e+00,3.106491059694934886e+00,9.782286630863161747e+00
0.000000000000000000e+00,3.124041856642363779e+00,9.781731304218880041e+00
0.000000000000000000e+00,3.141592653589793116e+00,9.781533808241073658e+00
3.951688872439991507e-02,0.000000000000000000e+00,9.781424352528834021e+00
3.951688872439991507e-02,1.755079694742901070e-02,9.781814449865395389e+00
3.951688872439991507e-02,3.510159389485802139e-02,9.782578176061619502e+00
3.951688872439991507e-02,5.265239084228703209e-02,9.783619082632895925e+00
3.951688872439991507e-02,7.020318778971604279e-02,9.784770442422448866e+00
3.951688872439991507e-02,8.775398473714504655e-02,9.785800703566609471e+00
3.951688872439991507e-02,1.053047816845740642e-01,9.786420921638157466e+00
3.951688872439991507e-02,1.228555786320030818e-01,9.786293840922047238e+00
3.951688872439991507e-02,1.404063755794320856e-01,9.785044232034719514e+00
3.951688872439991507e-02,1.579571725268610893e-01,9.782270051410444367e+00
3.951688872439991507e-02,1.755079694742900931e-01,9.777553970450345133e+00
3.951688872439991507e-02,1.930587664217191246e-01,9.770474828752632845e+00
3.951688872439991507e-02,2.106095633691481284e-01,9.760618595686375798e+00
3.951688872439991507e-02,2.281603603165771321e-01,9.747588475087955118e+00
3.951688872439991507e-02,2.457111572640061636e-01,9.731013855267351076e+00
3.951688872439991507e-02,2.632619542114351674e-01,9.710557886078287737e+00
3.951688872439991507e-02,2.808127511588641712e-01,9.685923551167404000e+00
3.951688872439991507e-02,2.983635481062931749e-01,9.656858191058846685e+00
3.951688872439991507e-02,3.159143450537221787e-01,9.623156515954935486e+00
3.951688872439991507e-02,3.334651420011511824e-01,9.584662221033074303e+00
3.951688872439991507e-02,3.510159389485801862e-01,9.541268377390645483e+00
3.951688872439991507e-02,3.685667358960092455e-01,9.492916815499773620e+00
3.951688872439991507e-02,3.861175328434382492e-01,9.439596743193316541e+00
3.951688872439991507e-02,4.036683297908672530e-01,9.381342846261610191e+00
3.951688872439991507e-02,4.212191267382962567e-01,9.318233107475000665e+00
3.951688872439991507e-02,4.387699236857252605e-01,9.250386551272997693e+00
3.951688872439991507e-02,4.563207206331542642e-01,9.177961079540930101e+00
3.951688872439991507e-02,4.738715175805832680e-01,9.101151512695800250e+00
3.951688872439991507e-02,4.914223145280123273e-01,9.020187894092371650e+00
3.951688872439991507e-02,5.089731114754413310e-01,8.935334059084867775e+00
3.951688872439991507e-02,5.265239084228703348e-01,8.846886417329601571e+00
3.951688872439991507e-02,5.440747053702993385e-01,8.755172852023539676e+00
3.951688872439991507e-02,5.616255023177283423e-01,8.660551605945848053e+00
3.951688872439991507e-02,5.791762992651573461e-01,8.563410003679321036e+00
3.951688872439991507e-02,5.967270962125863498e-01,8.464162853442616097e+00
3.951688872439991507e-02,6.142778931600153536e-01,8.363250380657703431e+00
3.951688872439991507e-02,6.318286901074443573e-01,8.261135567716301864e+00
3.951688872439991507e-02,6.493794870548733611e-01,8.158300808429007844e+00
3.951688872439991507e-02,6.669302840023023649e-01,8.055243828573328102e+00
3.951688872439991507e-02,6.844810809497313686e-01,7.952472872463824949e+00
3.951688872439991507e-02,7.020318778971603724e-01,7.850501205902824076e+00
3.951688872439991507e-02,7.195826748445894872e-01,7.749841034551545604e+00
3.951688872439991507e-02,7.371334717920184909e-01,7.650996980247202650e+00
3.951688872439991507e-02,7.546842687394474947e-01,7.554459293112174123e+00
3.951688872439991507e-02,7.722350656868764984e-01,7.460697002166778447e+00
3.951688872439991507e-02,7.897858626343055022e-01,7.370151220090789934e+00
3.951688872439991507e-02,8.073366595817345059e-01,7.283228818195452980e+00
3.951688872439991507e-02,8.248874565291635097e-01,7.200296675878670172e+00
3.951688872439991507e-02,8.424382534765925135e-01,7.121676685987354816e+00
3.951688872439991507e-02,8.599890504240215172e-01,7.047641665462949234e+00
3.951688872439991507e-02,8.775398473714505210e-01,6.978412281804351025e+00
3.951688872439991507e-02,8.950906443188795247e-01,6.914155062993272871e+00
3.951688872439991507e-02,9.126414412663085285e-01,6.854981514459681513e+00
