index,rho_index,rho,torflux,Er,output_prefix,geometry_file
0,25,0.5,0.25,31.136515093447496,D:\PostDocsProxima\Github_5\NEOPAX\outputs\spectrax_flux_wrapper_smoke\rho_025_r0p5000,D:\PostDocsProxima\Github_5\NEOPAX\outputs\spectrax_flux_wrapper_smoke\geometry_cache\rho_025_r0p5000.eik.nc
