t,dt,gamma,omega,Wg,Wphi,Wapar,energy,heat_flux,particle_flux,turbulent_heating,heat_flux_s0,particle_flux_s0,turbulent_heating_s0
1.000000014901161194e-01,1.000000014901161194e-01,-5.888801322135752385e-05,-1.997022350028702584e-02,3.047729070609800885e-06,8.280586569909781628e-08,0.000000000000000000e+00,3.130534936308898543e-06,5.356985891170603068e-09,0.000000000000000000e+00,-2.415896326519930184e-22,5.356985891170603068e-09,0.000000000000000000e+00,-2.415896326519930184e-22
5.099997520446777344e+00,1.000000014901161194e-01,-1.126763441464883556e-03,-3.378674090672551672e-02,2.687612196823759117e-06,4.908886588251486990e-08,0.000000000000000000e+00,2.736701062706274100e-06,1.602977157256127551e-07,0.000000000000000000e+00,2.580863031024572004e-22,1.602977157256127551e-07,0.000000000000000000e+00,2.580863031024572004e-22
