t,dt,gamma,omega,Wg,Wphi,Wapar,energy,heat_flux,particle_flux,turbulent_heating,heat_flux_s0,particle_flux_s0,turbulent_heating_s0
1.000000014901161194e-01,1.000000014901161194e-01,1.946872693331088496e-04,3.733147594132725511e-02,3.021947001508993061e-06,2.244864009210892235e-06,0.000000000000000000e+00,5.266811010719884873e-06,1.480128796815928587e-08,0.000000000000000000e+00,-5.177236837253857739e-21,1.480128796815928587e-08,0.000000000000000000e+00,-5.177236837253857739e-21
5.099997520446777344e+00,1.000000014901161194e-01,7.908549623339519719e-03,2.193609280368542629e-03,3.779289737754248013e-06,1.229066059440887033e-06,0.000000000000000000e+00,5.008355797195135046e-06,3.524449350936063583e-07,0.000000000000000000e+00,-1.363896075832069404e-21,3.524449350936063583e-07,0.000000000000000000e+00,-1.363896075832069404e-21
