t,dt,gamma,omega,Wg,Wphi,Wapar,energy,heat_flux,particle_flux,turbulent_heating,heat_flux_s0,particle_flux_s0,turbulent_heating_s0
1.000000014901161194e-01,1.000000014901161194e-01,1.055198605663004480e-04,-2.950413911784986742e-02,3.037316201146192301e-06,7.364077202386812872e-07,0.000000000000000000e+00,3.773723921384873800e-06,5.758073692344540388e-08,0.000000000000000000e+00,1.349268745429322149e-21,5.758073692344540388e-08,0.000000000000000000e+00,1.349268745429322149e-21
5.099997520446777344e+00,1.000000014901161194e-01,-1.455983758216677264e-03,-6.054146406814481934e-02,7.401465454397574007e-06,4.108930703137721466e-07,0.000000000000000000e+00,7.812358524711345730e-06,1.567095625026333522e-06,0.000000000000000000e+00,1.470578966832157132e-21,1.567095625026333522e-06,0.000000000000000000e+00,1.470578966832157132e-21
