t,dt,gamma,omega,Wg,Wphi,Wapar,energy,heat_flux,particle_flux,turbulent_heating,heat_flux_s0,particle_flux_s0,turbulent_heating_s0
1.000000014901161194e-01,1.000000014901161194e-01,-3.445466614439051588e-05,-2.090575738290530519e-02,3.045611416689207013e-06,1.404063526421515590e-07,0.000000000000000000e+00,3.186017769331358492e-06,7.730313100565107576e-09,0.000000000000000000e+00,9.703480899814287555e-22,7.730313100565107576e-09,0.000000000000000000e+00,9.703480899814287555e-22
5.099997520446777344e+00,1.000000014901161194e-01,-1.215933781795054030e-03,-3.828082681675945564e-02,2.798587671476428124e-06,8.197033336291010396e-08,0.000000000000000000e+00,2.880558004839338202e-06,2.269211808313543032e-07,0.000000000000000000e+00,3.494369398248984244e-23,2.269211808313543032e-07,0.000000000000000000e+00,3.494369398248984244e-23
