t,dt,gamma,omega,Wg,Wphi,Wapar,energy,heat_flux,particle_flux,turbulent_heating,heat_flux_s0,particle_flux_s0,turbulent_heating_s0
1.000000014901161194e-01,1.000000014901161194e-01,-2.715586577371283301e-05,-2.088636475053648467e-02,3.046243768761407765e-06,1.404056859005590658e-07,0.000000000000000000e+00,3.186649454661966990e-06,1.357396582852225988e-08,0.000000000000000000e+00,7.090586341186519874e-22,1.357396582852225988e-08,0.000000000000000000e+00,7.090586341186519874e-22
5.099997520446777344e+00,1.000000014901161194e-01,-1.504394132857444057e-03,-3.814110551114870823e-02,3.798479984958471095e-06,8.119818696750948402e-08,0.000000000000000000e+00,3.879678171925980659e-06,3.983787080036678342e-07,0.000000000000000000e+00,1.422640916405739522e-23,3.983787080036678342e-07,0.000000000000000000e+00,1.422640916405739522e-23
