t,dt,gamma,omega,Wg,Wphi,Wapar,energy,heat_flux,particle_flux,turbulent_heating,heat_flux_s0,particle_flux_s0,turbulent_heating_s0
1.000000014901161194e-01,1.000000014901161194e-01,1.346049000926714042e-04,-2.303762355293436162e-02,3.029858966215149765e-06,1.173070291992967571e-06,0.000000000000000000e+00,4.202929258208116912e-06,3.497162662673701900e-08,0.000000000000000000e+00,-1.317574000703024618e-21,3.497162662673701900e-08,0.000000000000000000e+00,-1.317574000703024618e-21
5.099997520446777344e+00,1.000000014901161194e-01,-7.577454300153640184e-04,-5.999472578351404406e-02,3.916925512218817344e-06,6.578759451444629183e-07,0.000000000000000000e+00,4.574801457363280051e-06,9.227931310334787080e-07,0.000000000000000000e+00,2.648313877542626369e-22,9.227931310334787080e-07,0.000000000000000000e+00,2.648313877542626369e-22
