theta,phi,B
0.000000000000000000e+00,9.196617600452802188e-01,2.740745904788655984e+00
0.000000000000000000e+00,9.266820788242517981e-01,2.741107530521853519e+00
0.000000000000000000e+00,9.337023976032233774e-01,2.740525099785560137e+00
0.000000000000000000e+00,9.407227163821949567e-01,2.738957821415829663e+00
0.000000000000000000e+00,9.477430351611666470e-01,2.736459874909862311e+00
0.000000000000000000e+00,9.547633539401382263e-01,2.733183521284503481e+00
0.000000000000000000e+00,9.617836727191098056e-01,2.729370704049589147e+00
0.000000000000000000e+00,9.688039914980813849e-01,2.725333045062033666e+00
0.000000000000000000e+00,9.758243102770529642e-01,2.721421662173522549e+00
0.000000000000000000e+00,9.828446290560246545e-01,2.717989697118574188e+00
0.000000000000000000e+00,9.898649478349962338e-01,2.715351634529336255e+00
0.000000000000000000e+00,9.968852666139678131e-01,2.713744231823553843e+00
0.000000000000000000e+00,1.003905585392939503e+00,2.713294032328502414e+00
0.000000000000000000e+00,1.010925904171910972e+00,2.713995941216323704e+00
0.000000000000000000e+00,1.017946222950882662e+00,2.715706232144206034e+00
0.000000000000000000e+00,1.024966541729854352e+00,2.718151734626591320e+00
0.000000000000000000e+00,1.031986860508825821e+00,2.720955015432209301e+00
0.000000000000000000e+00,1.039007179287797511e+00,2.723673351128934605e+00
0.000000000000000000e+00,1.046027498066768979e+00,2.725847454267593228e+00
0.000000000000000000e+00,1.053047816845740670e+00,2.727054510486809580e+00
0.000000000000000000e+00,1.060068135624712360e+00,2.726959308848508012e+00
0.000000000000000000e+00,1.067088454403683828e+00,2.725357228095858453e+00
0.000000000000000000e+00,1.074108773182655518e+00,2.722203607496559652e+00
0.000000000000000000e+00,1.081129091961626987e+00,2.717625510939205125e+00
0.000000000000000000e+00,1.088149410740598677e+00,2.711913920239175990e+00
0.000000000000000000e+00,1.095169729519570367e+00,2.705496725721542095e+00
0.000000000000000000e+00,1.102190048298541836e+00,2.698895230904064579e+00
0.000000000000000000e+00,1.109210367077513526e+00,2.692668956285595439e+00
0.000000000000000000e+00,1.116230685856485216e+00,2.687355047158464405e+00
0.000000000000000000e+00,1.123251004635456685e+00,2.683409359192285848e+00
0.000000000000000000e+00,1.130271323414428375e+00,2.681156202758155249e+00
0.000000000000000000e+00,1.137291642193399843e+00,2.680752770105319982e+00
0.000000000000000000e+00,1.144311960972371534e+00,2.682172556038080913e+00
0.000000000000000000e+00,1.151332279751343224e+00,2.685209817715717318e+00
0.000000000000000000e+00,1.158352598530314692e+00,2.689504580095765984e+00
0.000000000000000000e+00,1.165372917309286382e+00,2.694585195530800448e+00
0.000000000000000000e+00,1.172393236088257851e+00,2.699923322057477204e+00
0.000000000000000000e+00,1.179413554867229541e+00,2.704994665767261885e+00
0.000000000000000000e+00,1.186433873646201231e+00,2.709338132135283406e+00
0.000000000000000000e+00,1.193454192425172700e+00,2.712606240995076856e+00
0.000000000000000000e+00,1.200474511204144390e+00,2.714600757310129175e+00
0.000000000000000000e+00,1.207494829983115858e+00,2.715289340288782771e+00
0.000000000000000000e+00,1.214515148762087549e+00,2.714801386557367469e+00
0.000000000000000000e+00,1.221535467541059239e+00,2.713403842266850052e+00
