t,dt,gamma,omega,Wg,Wphi,Wapar,energy,heat_flux,particle_flux,turbulent_heating,heat_flux_s0,particle_flux_s0,turbulent_heating_s0
1.000000014901161194e-01,1.000000014901161194e-01,-5.445509710678863349e-05,-1.995633535949229570e-02,3.048148327713976942e-06,8.280552982306014720e-08,0.000000000000000000e+00,3.130953857537037076e-06,8.710161474455642047e-09,0.000000000000000000e+00,1.771196418106544910e-24,8.710161474455642047e-09,0.000000000000000000e+00,1.771196418106544910e-24
5.099997520446777344e+00,1.000000014901161194e-01,-1.345359438679994855e-03,-3.369091201111488326e-02,3.358677574215526148e-06,4.867182437747117117e-08,0.000000000000000000e+00,3.407349398592997405e-06,2.602940842243522419e-07,0.000000000000000000e+00,3.629985114138840937e-22,2.602940842243522419e-07,0.000000000000000000e+00,3.629985114138840937e-22
