run_index,rho_index,rho,torflux,electron_model,species_name,charge,mass_mp,density_physical,temperature_physical,density_normalized_to_ref_ion,temperature_normalized_to_ref_ion,gradient_coordinate,gradient_scale,fprim_used,tprim_used,fprim_if_interpreted_per_torflux,tprim_if_interpreted_per_torflux,tau_e_used,Er_input
0,25,0.5,0.25,adiabatic,D,1.0,2.0,2.1032373046875,13.525,1.0,1.0,torflux,1.0,0.016977599591108117,1.2645949967045453,0.016977599591108117,1.2645949967045453,1.0,31.136515093447496
0,25,0.5,0.25,adiabatic,T,1.0,3.0,2.1032373046875,13.525,1.0,1.0,torflux,1.0,0.016977599591108117,1.2645949967045453,0.016977599591108117,1.2645949967045453,1.0,31.136515093447496
