t,dt,gamma,omega,Wg,Wphi,Wapar,energy,heat_flux,particle_flux,turbulent_heating,heat_flux_s0,particle_flux_s0,turbulent_heating_s0
1.000000014901161194e-01,1.000000014901161194e-01,2.379880634233152775e-04,-8.153992174995537690e-03,3.030560582432494805e-06,1.679660413487993955e-06,0.000000000000000000e+00,4.710220995920488760e-06,1.112603932836420067e-07,0.000000000000000000e+00,7.726362966964959098e-22,1.112603932836420067e-07,0.000000000000000000e+00,7.726362966964959098e-22
5.099997520446777344e+00,1.000000014901161194e-01,1.465869615671252331e-03,-4.615333937369899692e-02,1.016255660946076258e-05,9.343252610572454950e-07,0.000000000000000000e+00,1.109688187051800818e-05,2.959734505539753459e-06,0.000000000000000000e+00,-2.073468832534382411e-21,2.959734505539753459e-06,0.000000000000000000e+00,-2.073468832534382411e-21
